ISCO-08,ONET-SOC,Job title
4413,43-9081.00,Proofreaders and Copy Markers
4413,27-3042.00,Technical Writers
4413,43-4021.00,Correspondence Clerks
4413,43-9021.00,Data Entry Keyers
4413,43-9022.00,Word Processors and Typists
4413,43-9031.00,Desktop Publishers
4413,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4413,43-9071.00,"Office Machine Operators, Except Computer"
4415,43-4071.00,File Clerks
4415,15-1299.03,Document Management Specialists
4415,43-4021.00,Correspondence Clerks
4415,43-4121.00,"Library Assistants, Clerical"
4415,43-9021.00,Data Entry Keyers
4415,43-9061.00,"Office Clerks, General"
4416,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
4416,11-3121.00,Human Resources Managers
4416,13-1071.00,Human Resources Specialists
4416,43-3051.00,Payroll and Timekeeping Clerks
4419,11-2011.00,Advertising and Promotions Managers
4419,43-4021.00,Correspondence Clerks
4419,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
4419,43-9022.00,Word Processors and Typists
4419,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
4419,43-9061.00,"Office Clerks, General"
5111,53-1044.00,First-Line Supervisors of Passenger Attendants
5111,53-2031.00,Flight Attendants
5111,53-6061.00,Passenger Attendants
5111,39-1022.00,First-Line Supervisors of Personal Service Workers
5112,53-1044.00,First-Line Supervisors of Passenger Attendants
5112,53-4031.00,Railroad Conductors and Yardmasters
5112,43-4051.00,Customer Service Representatives
5112,53-6061.00,Passenger Attendants
5112,33-9091.00,Crossing Guards and Flaggers
5112,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
5112,49-9097.00,Signal and Track Switch Repairers
5112,53-3053.00,Shuttle Drivers and Chauffeurs
5113,19-1031.03,Park Naturalists
5113,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5113,39-7011.00,Tour Guides and Escorts
5113,39-7012.00,Travel Guides
5113,33-3031.00,Fish and Game Wardens
5113,39-3091.00,Amusement and Recreation Attendants
5113,25-3099.00,"Teachers and Instructors, All Other"
5120,35-2012.00,"Cooks, Institution and Cafeteria"
5120,35-2014.00,"Cooks, Restaurant"
5120,35-1011.00,Chefs and Head Cooks
5120,35-2011.00,"Cooks, Fast Food"
5120,35-2013.00,"Cooks, Private Household"
5120,35-2015.00,"Cooks, Short Order"
5120,29-1031.00,Dietitians and Nutritionists
5120,29-2051.00,Dietetic Technicians
5120,35-9021.00,Dishwashers
5131,35-3031.00,Waiters and Waitresses
5131,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5131,35-3023.00,Fast Food and Counter Workers
5131,35-3041.00,"Food Servers, Nonrestaurant"
5131,35-9099.00,"Food Preparation and Serving Related Workers, All Other"
5131,35-3011.00,Bartenders
5131,11-9051.00,Food Service Managers
5131,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
5132,35-3011.00,Bartenders
5132,35-3023.01,Baristas
5132,35-3023.00,Fast Food and Counter Workers
5141,39-5011.00,Barbers
5141,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
5141,39-5093.00,Shampooers
5141,39-5092.00,Manicurists and Pedicurists
5142,39-5091.00,"Makeup Artists, Theatrical and Performance"
5142,39-5092.00,Manicurists and Pedicurists
5142,39-5094.00,Skincare Specialists
5142,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
5142,39-5093.00,Shampooers
5142,11-9179.02,Spa Managers
5142,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
5142,21-1091.00,Health Education Specialists
5142,29-1031.00,Dietitians and Nutritionists
5142,29-2051.00,Dietetic Technicians
5142,39-9031.00,Exercise Trainers and Group Fitness Instructors
5142,31-9011.00,Massage Therapists
5142,41-9012.00,Models
5151,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
5151,37-2012.00,Maids and Housekeeping Cleaners
5151,39-1022.00,First-Line Supervisors of Personal Service Workers
5152,11-9081.00,Lodging Managers
5152,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
5152,37-2012.00,Maids and Housekeeping Cleaners
5152,39-1022.00,First-Line Supervisors of Personal Service Workers
5153,11-3013.00,Facilities Managers
5153,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
5153,49-9071.00,"Maintenance and Repair Workers, General"
5153,39-3091.00,Amusement and Recreation Attendants
5153,37-2012.00,Maids and Housekeeping Cleaners
5153,21-2011.00,Clergy
5153,21-2021.00,"Directors, Religious Activities and Education"
5153,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
5161,15-2021.00,Mathematicians
5161,27-1019.00,"Artists and Related Workers, All Other"
5161,21-2011.00,Clergy
5161,21-2021.00,"Directors, Religious Activities and Education"
5161,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
5161,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
5162,31-1121.00,Home Health Aides
5162,31-1122.00,Personal Care Aides
5163,11-9171.00,Funeral Home Managers
5163,39-4011.00,Embalmers
5163,39-4012.00,Crematory Operators
5163,39-4021.00,Funeral Attendants
5163,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
5163,13-1041.06,Coroners
5164,33-9011.00,Animal Control Workers
5164,39-2011.00,Animal Trainers
5164,39-2021.00,Animal Caretakers
5164,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
5164,45-2021.00,Animal Breeders
5164,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
5164,33-3031.00,Fish and Game Wardens
5164,45-3031.00,Fishing and Hunting Workers
5165,25-3099.00,"Teachers and Instructors, All Other"
5169,35-3011.00,Bartenders
5169,35-3023.00,Fast Food and Counter Workers
5169,35-9021.00,Dishwashers
5169,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5169,39-1022.00,First-Line Supervisors of Personal Service Workers
5169,31-1122.00,Personal Care Aides
5169,31-1132.00,Orderlies
5169,33-9093.00,Transportation Security Screeners
5169,53-3051.00,"Bus Drivers, School"
5211,35-3023.00,Fast Food and Counter Workers
5211,41-2011.00,Cashiers
5211,41-9011.00,Demonstrators and Product Promoters
5211,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5212,35-3023.00,Fast Food and Counter Workers
5212,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5221,11-9199.00,"Managers, All Other"
5222,41-1011.00,First-Line Supervisors of Retail Sales Workers
5222,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
5222,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
5222,41-2011.00,Cashiers
5223,27-1023.00,Floral Designers
5223,41-2022.00,Parts Salespersons
5223,41-2031.00,Retail Salespersons
5223,41-9099.00,"Sales and Related Workers, All Other"
5223,41-2011.00,Cashiers
5223,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5223,43-4151.00,Order Clerks
5223,29-1041.00,Optometrists
5223,29-2057.00,Ophthalmic Medical Technicians
5223,29-2081.00,"Opticians, Dispensing"
5223,51-3021.00,Butchers and Meat Cutters
5223,29-1051.00,Pharmacists
5223,29-2052.00,Pharmacy Technicians
5223,31-9095.00,Pharmacy Aides
5223,29-1181.00,Audiologists
5223,51-3011.00,Bakers
5230,41-2011.00,Cashiers
5230,39-3012.00,Gambling and Sports Book Writers and Runners
5230,41-2012.00,Gambling Change Persons and Booth Cashiers
5230,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5230,43-3041.00,Gambling Cage Workers
5230,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
5230,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
5230,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
5241,41-9012.00,Models
5242,41-9011.00,Demonstrators and Product Promoters
5242,27-1026.00,Merchandise Displayers and Window Trimmers
5242,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5243,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
5243,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
5244,41-9041.00,Telemarketers
5244,43-2011.00,"Switchboard Operators, Including Answering Service"
5244,43-2021.00,Telephone Operators
5245,53-6031.00,Automotive and Watercraft Service Attendants
5245,41-2022.00,Parts Salespersons
5246,35-3041.00,"Food Servers, Nonrestaurant"
5246,29-2051.00,Dietetic Technicians
5246,35-2012.00,"Cooks, Institution and Cafeteria"
5246,35-2014.00,"Cooks, Restaurant"
5246,35-2021.00,Food Preparation Workers
5246,35-3023.00,Fast Food and Counter Workers
5246,35-9021.00,Dishwashers
5246,11-9051.00,Food Service Managers
5246,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
5249,41-2021.00,Counter and Rental Clerks
5249,11-9141.00,"Property, Real Estate, and Community Association Managers"
5249,41-2022.00,Parts Salespersons
5311,33-9094.00,School Bus Monitors
5311,39-9011.00,Childcare Workers
5311,39-9011.01,Nannies
5311,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
5311,25-2011.00,"Preschool Teachers, Except Special Education"
5311,31-1121.00,Home Health Aides
5311,31-1122.00,Personal Care Aides
5311,53-1044.00,First-Line Supervisors of Passenger Attendants
5311,53-3051.00,"Bus Drivers, School"
5311,53-3052.00,"Bus Drivers, Transit and Intercity"
5311,53-3053.00,Shuttle Drivers and Chauffeurs
5312,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
5312,25-9043.00,"Teaching Assistants, Special Education"
5312,25-2011.00,"Preschool Teachers, Except Special Education"
5312,39-9011.00,Childcare Workers
5312,39-9011.01,Nannies
5312,25-3031.00,"Substitute Teachers, Short-Term"
5312,25-3041.00,Tutors
5312,25-2051.00,"Special Education Teachers, Preschool"
5312,25-2058.00,"Special Education Teachers, Secondary School"
5312,31-9099.01,Speech-Language Pathology Assistants
5321,31-1131.00,Nursing Assistants
5321,31-1133.00,Psychiatric Aides
5321,29-1071.01,Anesthesiologist Assistants
5321,29-2061.00,Licensed Practical and Licensed Vocational Nurses
5321,29-9093.00,Surgical Assistants
5321,29-9099.01,Midwives
5321,31-1121.00,Home Health Aides
5321,31-1122.00,Personal Care Aides
5321,31-1132.00,Orderlies
5321,31-9092.00,Medical Assistants
5321,29-2053.00,Psychiatric Technicians
5322,31-1121.00,Home Health Aides
5322,29-1071.00,Physician Assistants
5322,29-2061.00,Licensed Practical and Licensed Vocational Nurses
5322,31-1122.00,Personal Care Aides
5322,31-1131.00,Nursing Assistants
5329,29-2099.08,Patient Representatives
5329,31-1132.00,Orderlies
5329,31-2022.00,Physical Therapist Aides
5329,31-9093.00,Medical Equipment Preparers
5329,31-9097.00,Phlebotomists
5329,29-1071.01,Anesthesiologist Assistants
5329,29-1071.00,Physician Assistants
5329,29-9093.00,Surgical Assistants
5329,31-9092.00,Medical Assistants
5329,29-2034.00,Radiologic Technologists and Technicians
5329,29-2055.00,Surgical Technologists
5329,31-9099.02,Endoscopy Technicians
5411,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
5411,33-2011.00,Firefighters
5411,33-2021.00,Fire Inspectors and Investigators
5411,33-2022.00,Forest Fire Inspectors and Prevention Specialists
5411,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other"
5412,33-3051.00,Police and Sheriff's Patrol Officers
5412,33-3052.00,Transit and Railroad Police
5412,33-1012.00,First-Line Supervisors of Police and Detectives
5412,33-3012.00,Correctional Officers and Jailers
5412,33-3021.00,Detectives and Criminal Investigators
5412,33-3021.02,Police Identification and Records Officers
5412,33-3041.00,Parking Enforcement Workers
5412,33-9021.00,Private Detectives and Investigators
5412,43-5031.00,Public Safety Telecommunicators
5413,33-3012.00,Correctional Officers and Jailers
5413,21-1092.00,Probation Officers and Correctional Treatment Specialists
5413,33-1011.00,First-Line Supervisors of Correctional Officers
5413,39-9041.00,Residential Advisors
5413,33-3051.00,Police and Sheriff's Patrol Officers
5414,13-1199.07,Security Management Specialists
5414,33-1091.00,First-Line Supervisors of Security Workers
5414,33-9032.00,Security Guards
5414,33-9099.02,Retail Loss Prevention Specialists
5414,11-9199.08,Loss Prevention Managers
5414,33-3041.00,Parking Enforcement Workers
5414,33-3052.00,Transit and Railroad Police
5414,33-9093.00,Transportation Security Screeners
5414,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
5414,11-3013.01,Security Managers
5414,13-1041.04,Government Property Inspectors and Investigators
5414,43-5031.00,Public Safety Telecommunicators
5414,49-2098.00,Security and Fire Alarm Systems Installers
5414,49-9094.00,Locksmiths and Safe Repairers
5419,33-3041.00,Parking Enforcement Workers
5419,33-9091.00,Crossing Guards and Flaggers
5419,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
5419,53-1041.00,Aircraft Cargo Handling Supervisors
5419,53-2022.00,Airfield Operations Specialists
5419,33-1012.00,First-Line Supervisors of Police and Detectives
5419,33-1091.00,First-Line Supervisors of Security Workers
5419,33-3021.00,Detectives and Criminal Investigators
5419,33-3021.02,Police Identification and Records Officers
5419,33-3051.00,Police and Sheriff's Patrol Officers
5419,33-3052.00,Transit and Railroad Police
5419,33-9032.00,Security Guards
5419,33-9094.00,School Bus Monitors
5419,43-5031.00,Public Safety Telecommunicators
5419,53-3051.00,"Bus Drivers, School"
5419,33-9093.00,Transportation Security Screeners
5419,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
5419,49-9092.00,Commercial Divers
5419,33-1011.00,First-Line Supervisors of Correctional Officers
5419,33-3012.00,Correctional Officers and Jailers
6111,17-2021.00,Agricultural Engineers
6111,19-4012.00,Agricultural Technicians
6111,19-4012.01,Precision Agriculture Technicians
6111,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6111,45-2091.00,Agricultural Equipment Operators
6111,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
6112,37-2021.00,Pest Control Workers
6112,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
6112,37-3013.00,Tree Trimmers and Pruners
6112,45-4021.00,Fallers
6112,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6112,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
6112,19-4099.01,Quality Control Analysts
6112,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
6113,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
6113,37-3011.00,Landscaping and Groundskeeping Workers
6113,37-3013.00,Tree Trimmers and Pruners
6113,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
6113,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
6113,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
6113,27-1023.00,Floral Designers
6113,17-1012.00,Landscape Architects
6113,45-4021.00,Fallers
6114,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
6114,17-2021.00,Agricultural Engineers
6114,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
612,45-2021.00,Animal Breeders
6121,45-2021.00,Animal Breeders
6121,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6121,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
6122,45-2021.00,Animal Breeders
6122,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
6123,45-2021.00,Animal Breeders
6129,45-2021.00,Animal Breeders
6130,25-9021.00,Farm and Home Management Educators
6130,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
6130,17-2021.00,Agricultural Engineers
6130,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
6130,45-2091.00,Agricultural Equipment Operators
6210,19-1031.02,Range Managers
6210,19-1032.00,Foresters
6210,19-4071.00,Forest and Conservation Technicians
6210,33-2022.00,Forest Fire Inspectors and Prevention Specialists
